city tmpd dptp date pm25tmean2 pm10tmean2 o3tmean2 no2tmean2
chic 33 25.75 1990-12-03 NA 24 14.875 12.84469697
chic 22 13.25 1990-12-04 NA 24 18.708333333 19.591501976
chic 28.5 29.375 1990-12-05 NA 27 5.5416666667 27.125
chic 29.5 16.125 1990-12-06 NA 30.5 8.125 24.715277778
chic 31 27.75 1990-12-07 NA 28.857142857 4.2173913043 24.773737374
chic 37 29.125 1990-12-08 NA 32.5 3.75 24.658333333
chic 43 31 1990-12-09 NA 28 6.4166666667 24
chic 39.5 29.75 1990-12-10 NA 24.5 11.416666667 27.716765873
chic 44 40.375 1990-12-11 NA 33 7.9565217391 31.505736094
chic 45.5 35.875 1990-12-12 NA 35 14.294117647 23.839869281
chic 30.5 18.25 1990-12-13 NA 16.571428571 15.208333333 15.821759259
chic 30.5 26.375 1990-12-14 NA 19.5 11.217391304 20.389996908
chic 39.5 32 1990-12-15 NA 18 4 14.595238095
chic 34.5 28.875 1990-12-16 NA 22.5 11.75 13.523809524
chic 36.5 36.25 1990-12-17 NA 16 3.125 14.784632035
chic 34 27 1990-12-18 NA 24.5 5.375 12.472363946
chic 31 27 1990-12-19 NA 28.333333333 6.5 20.453204404
chic 40 42.25 1990-12-20 NA 25 6.6666666667 20.804606625
chic 38 38.625 1990-12-21 NA 29.5 3.4166666667 19.880952381
chic 17 0.75 1990-12-22 NA 24 9.8333333333 14.386904762
chic 7 -3.75 1990-12-23 NA 40 17.416666667 12.949404762
chic 8 7.75 1990-12-24 NA NA 14.416666667 12.645833333
chic 14.5 -7.875 1990-12-25 NA 20.428571429 13.875 11.725694444
chic 3.5 -6.5 1990-12-26 NA NA 11.833333333 21.79272343
chic 17.5 16.75 1990-12-27 NA 18 11.458333333 26.708694084
chic 31 30.875 1990-12-28 NA 28 2.7916666667 22.010743084
chic 33.5 30 1990-12-29 NA 12.5 3.625 12.951388889
chic 15 2.625 1990-12-30 NA NA 12.104166667 10.236111111
chic 8 5 1990-12-31 NA 26.25 11.773284314 17.360974946
chic 20.5 19 1991-01-01 NA NA 11.076923077 18.966666667
chic 16 6.625 1991-01-02 NA NA 9.875 24.272878788
chic 6.5 0.5 1991-01-03 NA NA 9.25 23.015530303
chic 14 11.5 1991-01-04 NA 43 6.875 26.783080808
chic 25.5 21.625 1991-01-05 NA NA 3.9583333333 24.25
chic 20.5 13.625 1991-01-06 NA 27 14.625 22.632738095
chic 21.5 17.5 1991-01-07 NA NA 22 19.851536931
chic 25.5 27.375 1991-01-08 NA 28.5 11.291666667 24.282738095
chic 24 18 1991-01-09 NA 37 4.7916666667 22.935515873
chic 22 26.125 1991-01-10 NA 35.5 10.125 23.478535354
chic 29.5 26.625 1991-01-11 NA 24 8.625 17.697718254
chic 25.5 22 1991-01-12 NA 23 9.1666666667 22.708333333
chic 24.5 26.875 1991-01-13 NA 33 10.708333333 20.944444444
chic 31.5 27.125 1991-01-14 NA 44.5 7.7083333333 27.758152174
chic 30.5 31.625 1991-01-15 NA 46 4.6666666667 30.881944444
chic 31 25.75 1991-01-16 NA 31.5 10.958333333 21.731129227
chic 26 18.75 1991-01-17 NA 34 12.333333333 19.332930757
chic 21.5 24 1991-01-18 NA 33.428571429 9.4166666667 25.65530303
chic 36.5 29.625 1991-01-19 NA 19 14.5 24.072916667
chic 26.5 18.625 1991-01-20 NA 25 18.791666667 17.966666667
chic 10.5 -1.5 1991-01-21 NA 27 20.291666667 19.875
chic 11 12 1991-01-22 NA 55 7.875 26.291666667
chic 21.5 5.75 1991-01-23 NA 34 14.166666667 15.03030303
chic 9 -5.75 1991-01-24 NA 34.75 13.916666667 26.574621212
chic 7.5 -2.375 1991-01-25 NA 55 9.9166666667 32.636580087
chic 15.5 9.25 1991-01-26 NA 41 12.541666667 22.191666667
chic 22 17 1991-01-27 NA 25 12.708333333 23.008333333
chic 25.5 19.75 1991-01-28 NA 54 12.208333333 31.426086957
chic 19 12.625 1991-01-29 NA 12 20.416666667 23.55
chic 15 6.625 1991-01-30 NA 42.125 11.958333333 26.264492754
chic 17 8.875 1991-01-31 NA 40 14.666666667 21.780032468
chic 29 27.5 1991-02-01 NA 52.5 7.9166666667 30.486111111
chic 39 30.5 1991-02-02 NA NA 12.041666667 29.597222222
chic 42.5 30.125 1991-02-03 NA 39 16.666666667 31.625
chic 44 38 1991-02-04 NA 32 12.583333333 28.055555556
chic 39 34.375 1991-02-05 NA 47.25 13.041666667 28.597619048
chic 35.5 32.875 1991-02-06 NA 39 15.333333333 18.517857143
chic 32.5 29.5 1991-02-07 NA 28 8.3333333333 25.013888889
chic 34 31 1991-02-08 NA 42 6.5833333333 24.444444444
chic 37.5 30.125 1991-02-09 NA 35.5 8.8333333333 23.888888889
chic 30 9.25 1991-02-10 NA 33 18.416666667 15.28125
chic 22 5.125 1991-02-11 NA 24 18.375 16.89160628
chic 24.5 17.875 1991-02-12 NA 35 8 27.715277778
chic 32.5 26.75 1991-02-13 NA 37 8.4583333333 23.506944444
chic 22 13.625 1991-02-14 NA 35 16.083333333 17.283610562
chic 8.5 -6.25 1991-02-15 NA 39.5 22.166666667 12.237938596
chic 16 17.125 1991-02-16 NA 23 12.583333333 16.364583333
chic 35 29.25 1991-02-17 NA 29.375 15.5 18.869565217
chic 38.5 38.375 1991-02-18 NA 39 8.2916666667 18.037121212
chic 35.5 23.625 1991-02-19 NA NA 10.875 14.559027778
chic 36.5 30.375 1991-02-20 NA 36.5 16.375 18.834575012
chic 47 40.375 1991-02-21 NA 46 10.666666667 23.642512077
chic 34.5 14.5 1991-02-22 NA 27 19.083333333 14.617739899
chic 26.5 18.5 1991-02-23 NA 22.875 20.833333333 16.819444444
chic 28.5 13 1991-02-24 NA 26 14.958333333 14.336805556
chic 21 7.5 1991-02-25 NA 25 17.416666667 18.958333333
chic 19 16.125 1991-02-26 NA 41 13.958333333 25.236111111
chic 23.5 19.5 1991-02-27 NA 37 14.75 22.263888889
chic 39 30.625 1991-02-28 NA 40 13.333333333 25.984491656
chic 48 46.5 1991-03-01 NA 29.571428571 21.5 25.921085859
chic 37.5 22.25 1991-03-02 NA 26 17.375 11.836805556
chic 25.5 18.5 1991-03-03 NA 15 21.375 9.8402777778
chic 31 20.75 1991-03-04 NA 30 10.666666667 25.638888889
chic 39 31.75 1991-03-05 NA 53 6.875 27.310606061
chic 39.5 20.125 1991-03-06 NA 35 15.166666667 14.382936508
chic 28 11 1991-03-07 NA 22.142857143 17.583333333 20.152777778
chic 32.5 28 1991-03-08 NA NA 12.208333333 31.350694444
chic 33.5 23 1991-03-09 NA 38.5 18.708333333 13.302083333
chic 34.5 23.25 1991-03-10 NA 40 20.333333333 17.743055556
chic 40 28.375 1991-03-11 NA 57.5 17.958333333 18.722222222
chic 32 24.5 1991-03-12 NA 33 16.208333333 15.513573232
chic 32.5 23.5 1991-03-13 NA 15 25.666666667 12.434027778
chic 34.5 26.5 1991-03-14 NA 11 26.75 13.8125
chic 34 26.5 1991-03-15 NA 25 17 23.822285354
chic 39 28.75 1991-03-16 NA 26 22.5 29.993055556
chic 39 39.25 1991-03-17 NA 33.5 10.5 25.409722222
chic 42.5 35.875 1991-03-18 NA 51 15.073369565 24.676932367
chic 44 38 1991-03-19 NA 43.714285714 12.916666667 28.777503294
chic 47.5 44.875 1991-03-20 NA 33 18.652173913 32.847222222
chic 60 51.625 1991-03-21 NA 63 25.043478261 29.568181818
chic 55 55.25 1991-03-22 NA 17 18.416666667 21.381944444
chic 47 32.875 1991-03-23 NA 21 21.416666667 8.8993055556
chic 45 34.5 1991-03-24 NA 21 17.75 13.138888889
chic 49 39 1991-03-25 NA 40.571428571 9.375 36.229468599
chic 63 63.5 1991-03-26 NA 31 22.115136876 25.243055556
chic 56 43.25 1991-03-27 NA 72 15.686507937 15.28125
chic 42 29.625 1991-03-28 NA 28 24.657540496 10.428571429
chic 30.5 17.875 1991-03-29 NA 14.5 28.520833333 10.55
chic 33 17.375 1991-03-30 NA 21 25.583333333 17.541666667
chic 43.5 33.5 1991-03-31 NA 26.285714286 23.48218599 17.666666667
chic 41 23.875 1991-04-01 NA NA 23.717617754 19.654166667
chic 39 24 1991-04-02 NA 28 19.825786056 26.025
chic 51 34.875 1991-04-03 NA 48 17.964285714 22.7625
chic 52.5 52.25 1991-04-04 NA 35 15.068877551 27.94469697
chic 60 50.375 1991-04-05 NA 41 25.173817254 27.29699793
chic 70 47.25 1991-04-06 NA 33.75 38.664855072 14.689236111
chic 69 60.25 1991-04-07 NA 28 26.25 11.395833333
chic 65.5 58.5 1991-04-08 NA 44.5 15.412681159 16.85952381
chic 44 38.125 1991-04-09 NA 13 10.478050595 12.316512367
chic 43.5 28.875 1991-04-10 NA 18 28.578125 14.170138889
chic 38 28.625 1991-04-11 NA 15 23.380661232 16.972222222
chic 44 32.375 1991-04-12 NA 27.285714286 19.689548547 15.323232323
chic 45.5 44.125 1991-04-13 NA 25 12.964285714 15.423611111
chic 58.5 50.125 1991-04-14 NA 12.5 18.380952381 12.070833333
chic 53 38.875 1991-04-15 NA 27 26.592391304 14.141304348
chic 53 42 1991-04-16 NA NA 19.709415584 28.335366083
chic 47.5 33.125 1991-04-17 NA 17 20.668290043 20.884848485
chic 46 37.5 1991-04-18 NA 30 25.570887446 15.742261905
chic 46.5 36.625 1991-04-19 NA 22 25.974637681 12.787892512
chic 40.5 31.625 1991-04-20 NA 14 30.613095238 9.4513888889
chic 44.5 20.375 1991-04-21 NA 15 30.366718427 11.857638889
chic 48 30.625 1991-04-22 NA 45.5 23.068027211 29.742559524
chic 50 38.5 1991-04-23 NA 32 20.032467532 19.018217893
chic 50.5 28.375 1991-04-24 NA 35.375 18.232142857 24.825126263
chic 53.5 37.875 1991-04-25 NA NA 26.071428571 29.50356241
chic 59.5 47.875 1991-04-26 NA 72.5 27.841450216 28.106944444
chic 64.5 61 1991-04-27 NA 40 12.005208333 19.673611111
chic 64.5 55.875 1991-04-28 NA 36 15.14673913 17.902777778
chic 64 55.5 1991-04-29 NA 20 20.642857143 16.036706349
chic 57.5 39.625 1991-04-30 NA 36.857142857 24.451086957 12.871527778
chic 52.5 34.875 1991-05-01 NA 42 21.166925466 16.790277778
chic 55 35.125 1991-05-02 NA 59.5 25.637445887 20.215694078
chic 46.5 37.375 1991-05-03 NA 9 21.464803313 15.829298942
chic 52 41 1991-05-04 NA 29.5 16.595238095 18.003472222
chic 56 51.25 1991-05-05 NA 26 20.005952381 17.575694444
chic 45 35.5 1991-05-06 NA 22.125 19.409090909 13.460245841
chic 53 38.375 1991-05-07 NA 27 26.047619048 17.327525253
chic 55 51 1991-05-08 NA 47 19.06547619 24.847826087
chic 62 52.375 1991-05-09 NA 46 30.333333333 28.125
chic 65 55 1991-05-10 NA 71 29.405773574 30.761363636
chic 70.5 64.75 1991-05-11 NA 59 31.30952381 30.571710526
chic 74.5 62.75 1991-05-12 NA 45 28.630952381 24.020833333
chic 76 64.5 1991-05-13 NA 80 32.159632035 38.796428571
chic 74 56.375 1991-05-14 NA 70 22.949534161 39.286411227
chic 72.5 57.25 1991-05-15 NA 85 35.129464286 38.959410279
chic 73.5 65.5 1991-05-16 NA 88.5 22.697916667 48.2125
chic 60 46.375 1991-05-17 NA 32 16.150094697 17.854166667
chic 50 44.25 1991-05-18 NA 24.375 17.994047619 10.1875
chic 54.5 38.625 1991-05-19 NA 16 28.80952381 12
chic 60.5 53 1991-05-20 NA 42 29.74534632 30.895959596
chic 68.5 62.875 1991-05-21 NA 93 35.150094697 31.149305556
chic 74.5 66.875 1991-05-22 NA 63 13.309103261 31.309343434
chic 74 67.5 1991-05-23 NA 37 18.110795455 21.819234007
chic 77.5 64.5 1991-05-24 NA 34.714285714 28.010416667 20.449179293
chic 67 58.625 1991-05-25 NA 26 15.097346547 21.246527778
chic 76 67.75 1991-05-26 NA 29.5 28.551242236 14.138888889
chic 77.5 69.375 1991-05-27 NA NA 32.851190476 19.725694444
chic 80.5 67.875 1991-05-28 NA 98 28.021609731 30.292717548
chic 79 67.375 1991-05-29 NA 44 29.354166667 30.871162281
chic 77.5 66.375 1991-05-30 NA 36.625 30.459918478 20.756944444
chic 77.5 67.75 1991-05-31 NA 48 25.964900362 26.200441919
chic 74.5 66.125 1991-06-01 NA 41 34.020833333 29.454861111
chic 72.5 63.25 1991-06-02 NA 48 38.464285714 23.7625
chic 69 56.5 1991-06-03 NA 31.5 35.605113636 18.15625
chic 61.5 48.5 1991-06-04 NA 16 32.062458827 8.5797238691
chic 61 46.625 1991-06-05 NA 22.571428571 25.829319005 12.708685588
chic 62 45.125 1991-06-06 NA 26 27.251132246 16.98547619
chic 65.5 48.25 1991-06-07 NA 45 29.036458333 20.821212121
chic 67.5 49.125 1991-06-08 NA 48 33.796875 25.15
chic 72.5 53.875 1991-06-09 NA 59.5 48.114583333 29.991666667
chic 75 59.875 1991-06-10 NA 86 42.666666667 24.857142857
chic 73 60.75 1991-06-11 NA 38.125 25.739583333 29.586666667
chic 71.5 58.375 1991-06-12 NA 25 22.578125 27.814285714
chic 73.5 64.875 1991-06-13 NA 52.5 41.733469203 15.866666667
chic 83 65.375 1991-06-14 NA 42 42.765625 17.29384058
chic 77.5 65.75 1991-06-15 NA 33.5 38.135416667 11.425
chic 69.5 53.5 1991-06-16 NA 21 33.068161232 10.5125
chic 69 50.75 1991-06-17 NA 30.5 28.215353261 21.923484848
chic 71 55.75 1991-06-18 NA 33 45.109375 23.51010101
chic 72.5 58.125 1991-06-19 NA 43 51.90625 30.14229249
chic 78.5 60.25 1991-06-20 NA 60 63.104166667 25.173611111
chic 78 62 1991-06-21 NA 85 45.833333333 39.733333333
chic 64.5 56.25 1991-06-22 NA 18 21.461458333 6.8041666667
chic 68 53.125 1991-06-23 NA 16.625 31.890625 6.3854166667
chic 69 50 1991-06-24 NA 33 40.296195652 19.47172619
chic 71.5 53.875 1991-06-25 NA 52.5 53.871150362 25.473214286
chic 78.5 66.625 1991-06-26 NA 96 49.678125 28.889583333
chic 81.5 62.625 1991-06-27 NA 95 48.6875 19.607142857
chic 79.5 65.125 1991-06-28 NA 49 43.088541667 23.197916667
chic 84 69.125 1991-06-29 NA 51.5 42.911458333 20.484953704
chic 74 64.125 1991-06-30 NA NA 34.161458333 11.186011905
chic 81 69 1991-07-01 NA 69 31.784352649 25.539069264
chic 82 61.75 1991-07-02 NA 34 31.356311275 31.44692029
chic 78.5 66.25 1991-07-03 NA 61.5 24.138813406 28.375
chic 73 61.25 1991-07-04 NA NA 24.993432971 17.591666667
chic 75.5 63.375 1991-07-05 NA 35.625 31.390625 24.544318182
chic 81 69.625 1991-07-06 NA 32 40.609375 25.0375
chic 80 68.125 1991-07-07 NA 37.5 39.677083333 16.225
chic 71 56.625 1991-07-08 NA NA 30.946331522 11.485615079
chic 71.5 55 1991-07-09 NA 38 23.967844203 21.376578283
chic 70.5 55.5 1991-07-10 NA 22 35.494791667 25.70959596
chic 76 64.375 1991-07-11 NA 44.5 42.216032609 22.236476608
chic 79 65.125 1991-07-12 NA 58 34.711730072 18.619633838
chic 72 59.875 1991-07-13 NA 22.5 31.864583333 12.197916667
chic 69.5 54.75 1991-07-14 NA NA 24.973958333 9.1633454106
chic 70.5 54.125 1991-07-15 NA 50.5 31.052083333 24.788194444
chic 76 58.75 1991-07-16 NA 57 40.536458333 36.470328283
chic 78.5 66.25 1991-07-17 NA 83 50.395833333 32.15625
chic 83 63.625 1991-07-18 NA 76 52.911458333 26.986111111
chic 85.5 65.5 1991-07-19 NA 85.5 58.045504386 27.463284157
chic 85 65.25 1991-07-20 NA 49 52.785714286 16.694444444
chic 83 71.75 1991-07-21 NA 54 48.271303258 22.246527778
chic 88 71.25 1991-07-22 NA 70 34.857807669 24.551225571
chic 74.5 51.625 1991-07-23 NA 30 31.074281417 19.223007246
chic 70.5 53.125 1991-07-24 NA 51 25.519701087 26.802380952
chic 68 52.25 1991-07-25 NA 16 23.252604167 16.458333333
chic 66 51.625 1991-07-26 NA 24.5 24.449404762 20.275
chic 66.5 54.125 1991-07-27 NA 18.5 29.541193182 17.741666667
chic 73.5 59 1991-07-28 NA NA 41.651041667 18.125
chic 70 57 1991-07-29 NA 38.375 34.986111111 25.411363636
chic 66.5 54.625 1991-07-30 NA 27 26.171296296 22.883333333
chic 75.5 62.625 1991-07-31 NA 64.5 35.620719976 33.136904762
chic 78.5 52.125 1991-08-01 NA NA 34.333333333 40.06765873
chic 83.5 65.75 1991-08-02 NA 131 39.518518519 55.489583333
chic 71 61.875 1991-08-03 NA 15 30.759259259 17.364583333
chic 69 51 1991-08-04 NA 14.285714286 22.449074074 12.927083333
chic 68 50.125 1991-08-05 NA NA 27.860690236 18.5125
chic 71.5 57.125 1991-08-06 NA 39.5 31.375 23.558333333
chic 72.5 63.375 1991-08-07 NA 42 26.328703704 34.290942029
chic 67.5 61.875 1991-08-08 NA 32.5 27.715311326 24.330176768
chic 69.5 54.375 1991-08-09 NA 15 29.258655395 16.142739899
chic 70 53.375 1991-08-10 NA 24.5 23.444023569 21.045138889
chic 68 47.75 1991-08-11 NA 28 28.180555556 25.253472222
chic 67.5 57.875 1991-08-12 NA 36.5 24.518518519 27.351388889
chic 70.5 54 1991-08-13 NA 31 27.959045584 24.745580808
chic 71.5 52.625 1991-08-14 NA 65 28.795454545 44.43288135
chic 77 61.625 1991-08-15 NA 63 30.951288245 32.950441919
chic 76.5 61.75 1991-08-16 NA 58.5 33.962962963 35.698369565
chic 75 61.875 1991-08-17 NA 35 30.62962963 18.819444444
chic 74 60.5 1991-08-18 NA 34.5 26.023148148 17.491666667
chic 64.5 59.375 1991-08-19 NA 18 17.52020202 11.9625
chic 67 54 1991-08-20 NA 25.5 18.752777778 15.521329365
chic 68.5 57.875 1991-08-21 NA 48 22.709138486 28.986413043
chic 78 58.375 1991-08-22 NA 42 31.592592593 27.90625
chic 70.5 57.75 1991-08-23 NA 18 22.572024594 20.390151515
chic 75.5 62.625 1991-08-24 NA 43.5 40.301470588 22.4375
chic 81 65.125 1991-08-25 NA 62 52.786433172 24.970833333
chic 80 61 1991-08-26 NA 80.5 43.051189953 35.922727273
chic 81 66.25 1991-08-27 NA 42 28.027116402 25.48115942
chic 81.5 67 1991-08-28 NA 69.857142857 31.763888889 34.105429293
chic 82.5 69.75 1991-08-29 NA 73 31.333333333 33.757891414
chic 79 71.25 1991-08-30 NA 47.5 16.972222222 38.1772343
chic 71.5 60.125 1991-08-31 NA 29 21.40625 15.879166667
chic 66.5 59.25 1991-09-01 NA 24.5 29.947916667 12.520833333
chic 73.5 60.375 1991-09-02 NA NA 31.119047619 22.840277778
chic 77 66.375 1991-09-03 NA 34.75 15.463541667 28.659406566
chic 67 52.25 1991-09-04 NA 13 21.332729469 18.278683575
chic 66 51.5 1991-09-05 NA 62 19.222515005 35.222371021
chic 70 54.125 1991-09-06 NA 19 24.536458333 43.989583333
chic 75.5 54.625 1991-09-07 NA 63.5 31.079257246 40.722222222
chic 76.5 53.5 1991-09-08 NA 41 38.010416667 26.538194444
chic 82 66.25 1991-09-09 NA 50.625 26.755208333 19.288194444
chic 73.5 61.25 1991-09-10 NA 15 20.6875 17.482638889
chic 67.5 56.625 1991-09-11 NA 21 18.228224272 13.678354978
chic 70.5 65.75 1991-09-12 NA 34 19.513285024 28.766666667
chic 73.5 65.625 1991-09-13 NA 53.5 24.598958333 29.625
chic 79 68.875 1991-09-14 NA 33 17.453125 25.8125
chic 81.5 68.75 1991-09-15 NA 34.285714286 22.213541667 16.869791667
chic 69 50.625 1991-09-16 NA 43 18.119791667 18.071212121
chic 63.5 49.5 1991-09-17 NA 40.5 11.380208333 24.925694444
chic 56.5 35 1991-09-18 NA 42 13.96240942 13.945450886
chic 47 29.375 1991-09-19 NA 38 12.62962963 16.666666667
chic 47.5 35.625 1991-09-20 NA 28 11.866624318 28.105113636
chic 54.5 35 1991-09-21 NA 34 19.625 30.902777778
chic 58.5 52.375 1991-09-22 NA 25 18.726190476 20.819444444
chic 53.5 38.75 1991-09-23 NA 32 9.7494162641 17.643382353
chic 48 43.25 1991-09-24 NA 28 5.6664653784 28.229166667
chic 54 40.75 1991-09-25 NA 36 8.1322463768 22.581123737
chic 50.5 29.625 1991-09-26 NA 40 11.127616747 18.904671717
chic 46.5 35.375 1991-09-27 NA 33.625 8.9385521886 28.660353535
chic 49.5 35.75 1991-09-28 NA 16 15.365740741 23.423611111
chic 53.5 46 1991-09-29 NA 32 20.5 22.805555556
chic 67.5 50.25 1991-09-30 NA 76 26.638227513 24.611111111
chic 59 47.375 1991-10-01 NA 60 15.934380032 26.242108586
chic 69 60.25 1991-10-02 NA 47 19.642989418 27.821759259
chic 62.5 53.375 1991-10-03 NA 31.375 16.624733129 20.353311192
chic 56 54.875 1991-10-04 NA 15 15.364583333 17.009615173
chic 48 31.25 1991-10-05 NA 19 16.791666667 9.2708333333
chic 44 33 1991-10-06 NA 16 10.395833333 10.26626462
chic 45 33.625 1991-10-07 NA 28.5 8.4575464793 18.265700483
chic 62.5 47 1991-10-08 NA 29 22.915458937 20.155495169
chic 61.5 46.875 1991-10-09 NA 51.428571429 17.15942029 32.995567084
chic 53.5 42.375 1991-10-10 NA 63 14.022418478 30.263033414
chic 56 38 1991-10-11 NA 38 11.314814815 29.819444444
chic 48.5 38.5 1991-10-12 NA 25 14.356481481 15.267361111
chic 46 37.25 1991-10-13 NA 17.5 13.157407407 15.850378788
chic 50.5 34.375 1991-10-14 NA NA 6.1018518519 12.427083333
chic 41.5 24 1991-10-15 NA 27.625 5.9810606061 15.882095411
chic 45.5 33.875 1991-10-16 NA 37 9.7916666667 24.465277778
chic 61.5 40.625 1991-10-17 NA 78.5 15.185990338 21.127305665
chic 44.5 36.25 1991-10-18 NA 26 14.998737374 14.236426768
chic 38 24.5 1991-10-19 NA 27.5 13.296296296 16.607638889
chic 41.5 25.5 1991-10-20 NA 20 11.884259259 23.03125
chic 50.5 44 1991-10-21 NA 46 14.893518519 26.486111111
chic 64 47 1991-10-22 NA 46 24.947564412 27.0625
chic 66.5 60.75 1991-10-23 NA 61.5 19.393147158 21.327380952
chic 68 63.625 1991-10-24 NA 25 9.2652308105 15.264389234
chic 58.5 48.125 1991-10-25 NA 16 5.734375 11.6625
chic 50.5 46.875 1991-10-26 NA 20 9.0625 11.191666667
chic 50 51 1991-10-27 NA 10 8.03125 7.1583333333
chic 55 53.625 1991-10-28 NA 2 7.4166666667 13.051785714
chic 63.5 60.25 1991-10-29 NA 39 5.203125 19.870833333
chic 46.5 38.125 1991-10-30 NA 8 5.767560112 10.260984848
chic 48 49.875 1991-10-31 NA NA 7.755952381 13.383333333
chic 43.5 28 1991-11-01 NA NA 10.291666667 15.689772727
chic 25 10.375 1991-11-02 NA 23 18.770833333 7.9166666667
chic 18.5 16.75 1991-11-03 NA 17 16.0625 8.475
chic 18.5 9.625 1991-11-04 NA 45.5 11.479166667 17.0875
chic 28 26.375 1991-11-05 NA 26 5.3469202899 23.133333333
chic 28.5 6.25 1991-11-06 NA 35 11.520833333 18.975362319
chic 20 -1.625 1991-11-07 NA 30 6.4583333333 22.967878788
chic 22 7.875 1991-11-08 NA 39.25 5.0208333333 31.208333333
chic 26 18.125 1991-11-09 NA 7 6.4672619048 32.825
chic 33 27.25 1991-11-10 NA 45 3.4166666667 35.575
chic 34.5 33.125 1991-11-11 NA NA 2.1666666667 24.320833333
chic 35 32 1991-11-12 NA 39.5 2.875 20.747115385
chic 45.5 38.625 1991-11-13 NA 28 3.8541666667 25.6625
chic 48 51.625 1991-11-14 NA 36 3.875 27.636956522
chic 50 42 1991-11-15 NA 38 9.4166666667 23.547414361
chic 41 33.375 1991-11-16 NA 28.5 19.270833333 13.9375
chic 42.5 39.25 1991-11-17 NA NA 12.291666667 17.633333333
chic 57 57.625 1991-11-18 NA 36 8.7916666667 21.925
chic 57 48.75 1991-11-19 NA 28 9.2083333333 22.34047619
chic 40.5 32.25 1991-11-20 NA 21.875 5.5416666667 22.166666667
chic 40 33.125 1991-11-21 NA NA 4.1875 42.639688832
chic 43.5 40.625 1991-11-22 NA 45.5 2.3333333333 33.59375
chic 34.5 19.625 1991-11-23 NA 20 6.25 16.385416667
chic 23 16.5 1991-11-24 NA 33 15.104166667 12.427083333
chic 17.5 10.125 1991-11-25 NA 27 6.4285714286 23.290151515
chic 23 21.125 1991-11-26 NA 37.375 3.5625 28.688669302
chic 38.5 33 1991-11-27 NA 35 6.7246376812 17.983333333
chic 36 36.75 1991-11-28 NA 10 11.729166667 16.641666667
chic 49 53.5 1991-11-29 NA NA 10.729166667 20.179166667
chic 43.5 25.75 1991-11-30 NA 19 14 10.608333333
chic 27 13.375 1991-12-01 NA 19 5.8958333333 15.513888889
chic 30.5 30 1991-12-02 NA 16.625 11.354166667 16.939915459
chic 22 12.375 1991-12-03 NA 22 8.4375 19.619002525
chic 8 -1 1991-12-04 NA 35 8.1458333333 20.131313131
chic 20.5 19 1991-12-05 NA 23 5.214673913 23.692330918
chic 24 30.625 1991-12-06 NA 33.5 5.5833333333 25.613762626
chic 44 46.375 1991-12-07 NA 20 4.875 21.8125
chic 49 45.5 1991-12-08 NA 24.285714286 6.2708333333 17.319444444
chic 35.5 32 1991-12-09 NA 42 4 23.9375
chic 38.5 36.375 1991-12-10 NA 25.5 3.3125 21.496843434
chic 40 34.75 1991-12-11 NA 28 3.4375 22.667435222
chic 49 50.25 1991-12-12 NA 27 3.8541666667 19.095833333
chic 37.5 35.25 1991-12-13 NA 41 2.875 22.541666667
chic 29 11.875 1991-12-14 NA 36.75 13.833333333 10.462121212
chic 18 1.5 1991-12-15 NA 26 12.0625 13.336805556
chic 21 24.375 1991-12-16 NA 27.5 4.8541666667 21.079229798
chic 28.5 12.375 1991-12-17 NA 46 7.5208333333 18.568452381
chic 15.5 4.75 1991-12-18 NA 31 8.75 17.583928571
chic 19 15.625 1991-12-19 NA 37 3.8125 30.991666667
chic 32.5 32.875 1991-12-20 NA 29.375 2.125 20.132478632
chic 31 27.25 1991-12-21 NA 20 2 18.107638889
chic 32.5 34.5 1991-12-22 NA 11.5 3.25 14.504385965
chic 30.5 18.625 1991-12-23 NA 22 6.2916666667 20.166982323
chic 30 26.375 1991-12-24 NA 29 4.5416666667 21.777777778
chic 30 28.75 1991-12-25 NA 39 3.3125 25.444444444
chic 35.5 32.375 1991-12-26 NA 33 4.1041666667 22.201388889
chic 35.5 32 1991-12-27 NA 31 9.1875 14.225392512
chic 35 34 1991-12-28 NA 27 7.4375 15.25
chic 32.5 27.625 1991-12-29 NA 42 3.7291666667 14.739583333
chic 34 28.5 1991-12-30 NA 29 5.0458333333 21.153409091
chic 33 28 1991-12-31 NA 21 6.0969202899 18.226233609
chic 33.5 32.625 1992-01-01 NA 33.428571429 5.4583333333 19.697916667
chic 39.5 41.875 1992-01-02 NA 31 2.4166666667 24.822916667
chic 38.5 34.875 1992-01-03 NA 32 2.125 24.607007576
chic 35 32.5 1992-01-04 NA 22 6.125 19.416666667
chic 35 32.375 1992-01-05 NA 25.5 8 16.645833333
chic 35 33.125 1992-01-06 NA 30 3.0416666667 19.475
chic 34.5 31.5 1992-01-07 NA 41.428571429 2.4791666667 23.460597826
chic 38.5 40.875 1992-01-08 NA 26.5 3.375 21.708333333
chic 38 33.625 1992-01-09 NA 33.5 2 14.178030303
chic 30 23.125 1992-01-10 NA 32 4.4782608696 19.34375
chic 36 34.875 1992-01-11 NA 25 4.9791666667 20.552083333
chic 36.5 38.125 1992-01-12 NA 23 7.4166666667 18.479166667
chic 32.5 30.75 1992-01-13 NA 18.125 6.7708333333 17.34375
chic 20.5 10.5 1992-01-14 NA 24 11.5625 21.927083333
chic 6 -9.625 1992-01-15 NA 38 8.2518939394 24.614583333
