room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
951476,25188,Entire home/apt,Fenway,3,3.5,4,2,307,3,42.34466,-71.100439,27:00.6
951480,25188,Entire home/apt,Fenway,1,5,4,2,394,3,42.342967,-71.102514,28:40.7
951485,25188,Entire home/apt,Fenway,0,,3,1,324,3,42.34349,-71.102384,31:08.3
957224,4210157,Entire home/apt,Jamaica Plain,24,4.5,8,3,314,3,42.319443,-71.113943,15:20.8
962610,4434391,Entire home/apt,Roslindale,13,5,2,1,113,2,42.290246,-71.138532,20:02.3
965554,25188,Entire home/apt,West End,5,4.5,4,2,375,7,42.364359,-71.069534,26:17.8
973054,5320387,Entire home/apt,South End,20,5,4,2,291,2,42.337545,-71.071256,04:59.1
973695,1760577,Entire home/apt,Downtown,20,4.5,4,1,280,1,42.36195,-71.06348,01:43.3
973840,5325924,Private room,Jamaica Plain,27,5,2,1,97,2,42.308661,-71.101564,03:54.0
979759,25188,Entire home/apt,West End,2,4,4,2,354,7,42.366235,-71.067846,18:41.2
990668,1651480,Private room,South End,23,5,2,1,222,2,42.341457,-71.076406,38:54.6
994138,5460465,Private room,South Boston,38,5,4,1,171,1,42.336436,-71.039312,41:07.9
994286,71783,Entire home/apt,South End,3,4,2,1,200,3,42.337479,-71.075443,56:09.6
994317,25188,Entire home/apt,Chinatown,2,4.5,2,1,330,3,42.352197,-71.061995,02:26.6
995302,5466886,Private room,Charlestown,78,5,2,1,143,1,42.381389,-71.071643,52:46.6
1013978,5578043,Entire home/apt,North End,29,4.5,6,2,193,1,42.365129,-71.055645,46:20.2
1028102,5657830,Entire home/apt,Fenway,6,4.5,2,1,325,3,42.349667,-71.092189,58:49.6
1030500,5670669,Private room,Jamaica Plain,7,4.5,2,1,114,1,42.291061,-71.115936,46:24.0
1038465,85770,Private room,South End,74,4.5,1,1,126,1,42.346437,-71.074808,03:19.3
1042420,5715872,Entire home/apt,East Boston,22,4.5,3,2,205,2,42.383625,-71.020232,00:26.3
1044307,25188,Entire home/apt,South End,1,4.5,2,1,314,3,42.343363,-71.078039,37:36.6
1048397,2543390,Private room,East Boston,65,5,2,1,97,2,42.369204,-71.033885,34:24.8
1051482,5291968,Entire home/apt,East Boston,7,4.5,6,2,228,2,42.381542,-71.038062,41:00.5
1059604,5291968,Entire home/apt,East Boston,3,3.5,6,2,228,2,42.381495,-71.038706,05:51.5
1065151,1411506,Entire home/apt,Fenway,2,5,2,1,160,7,42.344302,-71.087088,32:22.5
1066477,5867406,Private room,Dorchester,16,4,4,1,302,3,42.310366,-71.065865,55:46.8
1067184,848706,Private room,Jamaica Plain,23,4.5,2,1,102,1,42.306333,-71.119025,24:37.3
1071144,25188,Entire home/apt,South End,1,4.5,2,1,307,3,42.341797,-71.078195,15:13.8
1071235,965697,Entire home/apt,Jamaica Plain,63,4.5,2,1,154,2,42.317478,-71.108195,04:18.7
1074406,778098,Entire home/apt,Fenway,25,4.5,2,1,154,6,42.343522,-71.096139,52:48.9
1075800,5918950,Entire home/apt,Allston,13,4.5,3,1,114,3,42.348072,-71.134338,40:05.0
1077105,5927277,Entire home/apt,South End,0,,2,1,201,1,42.340215,-71.074998,53:42.4
1081386,2871556,Private room,South Boston,51,4.5,2,1,91,2,42.33071,-71.069879,16:31.4
1090179,1966213,Private room,Roxbury,9,5,2,1,113,1,42.324751,-71.098384,04:25.1
1090413,1984434,Private room,South End,5,4.5,1,1,183,1,42.343758,-71.080356,51:21.0
1090545,1984434,Private room,Back Bay,8,4.5,1,1,171,1,42.343733,-71.082237,58:46.0
1092093,26988,Entire home/apt,Mission Hill,3,5,3,1,200,7,42.332854,-71.10115,04:18.2
1094599,50866,Entire home/apt,North End,10,4.5,6,2,342,2,42.363547,-71.051228,36:30.3
1095034,5850693,Entire home/apt,North End,41,4.5,2,1,143,2,42.365101,-71.052869,59:19.7
1102623,5622624,Private room,Charlestown,0,,2,1,126,3,42.374758,-71.059418,11:27.0
1106555,1651480,Shared room,South End,12,5,16,1,23,1,42.341162,-71.076976,00:15.3
1109224,1531239,Entire home/apt,Jamaica Plain,9,4.5,8,4,455,3,42.320511,-71.112158,53:45.5
1110423,6095174,Entire home/apt,Brighton,30,4.5,4,2,228,2,42.349415,-71.156425,14:34.4
1113272,3676936,Entire home/apt,Jamaica Plain,16,5,4,2,262,2,42.304843,-71.106271,28:45.4
1115394,884747,Private room,Jamaica Plain,53,5,2,1,102,1,42.311657,-71.100772,56:07.1
1119740,25188,Entire home/apt,South End,0,,2,1,212,3,42.343454,-71.079661,03:49.8
1125923,5086677,Private room,Dorchester,0,,1,1,63,7,42.298182,-71.067711,13:01.4
1130279,2494599,Entire home/apt,North End,41,5,5,3,377,2,42.365871,-71.050457,14:43.1
1131634,508268,Entire home/apt,West End,6,5,4,1,250,3,42.364594,-71.065483,54:24.3
1136972,1480518,Private room,Jamaica Plain,102,4.5,2,1,86,1,42.294442,-71.119945,33:35.4
1141522,1407005,Private room,East Boston,62,4,2,1,86,1,42.37752,-71.034181,04:28.7
1147871,1407005,Private room,East Boston,60,4.5,2,1,86,1,42.377612,-71.035198,48:49.3
1149913,25188,Entire home/apt,Downtown,0,,2,1,330,3,42.351552,-71.06301,45:46.2
1150193,6304661,Entire home/apt,Beacon Hill,21,4.5,4,2,451,2,42.360432,-71.066849,58:39.6
1153425,3981224,Entire home/apt,Downtown,10,5,2,1,214,1,42.351481,-71.065847,11:17.4
1156549,6108324,Entire home/apt,South Boston,15,4.5,6,2,257,2,42.329513,-71.054318,35:39.3
1161210,3887707,Private room,West Roxbury,84,4.5,4,1,68,1,42.271761,-71.167592,03:22.1
1164240,6377787,Entire home/apt,Jamaica Plain,8,4,4,1,183,1,42.311533,-71.109615,41:35.5
1166808,2254462,Shared room,South End,12,4.5,2,1,86,1,42.342902,-71.072038,45:32.8
1167221,6391436,Private room,Jamaica Plain,24,5,3,1,126,2,42.307768,-71.116258,56:25.0
1171553,2871556,Private room,Roxbury,16,5,4,1,103,1,42.330122,-71.069928,44:49.7
1171578,3765817,Private room,Brighton,37,5,2,1,113,1,42.35384,-71.167947,59:36.6
1173306,4729990,Private room,Mattapan,16,4.5,2,1,86,1,42.271763,-71.071447,24:17.8
1174776,6429699,Entire home/apt,Back Bay,2,5,1,0,227,2,42.350314,-71.075657,02:24.4
1175376,1444340,Entire home/apt,Roxbury,20,4.5,6,2,285,1,42.339039,-71.081044,35:51.5
1178106,1407005,Private room,East Boston,35,4.5,1,1,74,1,42.376689,-71.034282,03:25.6
1178162,1407005,Private room,East Boston,51,4,2,1,80,1,42.377796,-71.034666,20:23.2
1179872,6455015,Private room,Jamaica Plain,25,5,2,1,74,1,42.300757,-71.108633,49:07.2
1183032,6471589,Entire home/apt,South End,11,4.5,2,1,171,7,42.34122,-71.07533,22:42.9
1185034,6481306,Private room,Brighton,10,4.5,4,1,62,1,42.33719,-71.151437,00:46.3
1187188,2238969,Entire home/apt,Jamaica Plain,8,5,6,2,251,1,42.30996,-71.105925,55:24.1
1197857,1444340,Entire home/apt,Roxbury,18,4.5,4,1,191,1,42.338524,-71.079846,12:14.3
1198723,3248527,Entire home/apt,South End,27,5,2,1,222,2,42.34052,-71.069326,04:05.4
1198779,6549153,Private room,South Boston,29,4,3,1,102,1,42.331389,-71.042682,29:57.0
1200502,6557340,Entire home/apt,South End,9,4,2,1,188,2,42.338434,-71.076848,56:54.2
1203014,6570954,Private room,Jamaica Plain,19,5,2,1,103,2,42.306018,-71.109538,30:29.9
1204755,499127,Entire home/apt,Roxbury,10,5,3,1,143,3,42.333113,-71.074937,05:06.7
1213930,6626414,Entire home/apt,Fenway,4,5,4,2,455,5,42.344703,-71.089344,54:43.2
1220971,5578043,Entire home/apt,North End,5,5,5,1,170,1,42.365097,-71.053646,50:09.6
1222327,6668129,Entire home/apt,Jamaica Plain,0,,4,2,203,7,42.324732,-71.107918,28:30.6
1223050,3432624,Private room,Charlestown,31,5,1,1,108,2,42.375024,-71.059211,08:20.0
1227322,6683092,Entire home/apt,Charlestown,45,4.5,4,1,222,2,42.373346,-71.062379,24:11.3
1234740,25188,Entire home/apt,Back Bay,3,4.5,4,2,451,2,42.354497,-71.072411,21:09.4
1240598,2356643,Entire home/apt,Downtown,6,4,2,1,216,2,42.352571,-71.063604,07:18.8
1248870,508268,Entire home/apt,Downtown,2,4.5,4,1,250,3,42.365905,-71.060893,47:08.6
1252289,1462158,Private room,South End,10,5,2,1,110,4,42.335336,-71.074257,33:16.9
1264063,3003724,Entire home/apt,Hyde Park,14,4.5,4,2,200,3,42.255529,-71.126703,32:27.6
1277618,6953578,Entire home/apt,South End,5,4,2,1,160,1,42.341111,-71.070293,26:03.1
1278391,6957165,Entire home/apt,Back Bay,18,5,3,1,227,2,42.348533,-71.085486,28:25.9
1286675,212445,Entire home/apt,Beacon Hill,29,4.5,5,2,226,3,42.359369,-71.066043,05:32.3
1287165,7000428,Private room,Downtown,21,4.5,1,1,228,3,42.358543,-71.06261,04:13.9
1291333,970426,Entire home/apt,Beacon Hill,15,4.5,3,1,217,7,42.358859,-71.068746,30:00.5
1301822,7078838,Private room,Jamaica Plain,8,5,1,1,51,7,42.311809,-71.101878,26:13.2
1303261,2120816,Entire home/apt,Downtown,12,4.5,2,1,439,2,42.365319,-71.062489,48:01.2
1308699,7114023,Entire home/apt,Jamaica Plain,4,4.5,5,2,165,2,42.292563,-71.116307,09:41.5
1308760,6535590,Private room,Dorchester,4,5,2,1,114,1,42.305713,-71.061461,40:18.7
1313942,5832454,Shared room,West End,108,4.5,1,1,86,2,42.361731,-71.071006,13:33.8
1317580,168168,Private room,Jamaica Plain,38,5,4,1,114,1,42.31984,-71.101207,38:49.4
1321150,1900941,Entire home/apt,Jamaica Plain,4,5,4,2,171,2,42.322246,-71.112935,31:42.4
1321422,6608084,Private room,Dorchester,48,5,3,1,63,1,42.30838,-71.046943,40:13.6
1322461,7178644,Entire home/apt,Back Bay,39,5,2,1,222,1,42.34962,-71.07772,47:33.8
1327725,7205617,Entire home/apt,Brighton,51,5,4,2,160,5,42.345668,-71.139219,51:02.1
1329627,25188,Entire home/apt,Back Bay,1,3,2,1,296,2,42.348176,-71.08655,46:41.5
1332786,6608084,Private room,Dorchester,22,5,1,1,55,1,42.309219,-71.045641,19:56.0
1335815,7242298,Entire home/apt,Jamaica Plain,12,4,4,2,228,1,42.321776,-71.103628,59:22.0
1340290,3274255,Private room,Downtown,3,4,1,1,126,3,42.366816,-71.064585,03:36.3
1342370,1444340,Entire home/apt,South End,22,4.5,6,2,285,1,42.339256,-71.080173,19:23.4
1358531,25188,Entire home/apt,West End,2,4.5,4,2,388,4,42.363342,-71.069978,34:35.6
1365092,4070524,Entire home/apt,Back Bay,15,4.5,4,1,170,3,42.351407,-71.087973,46:28.2
1365335,1172878,Entire home/apt,South End,4,5,3,1,183,7,42.339827,-71.074195,39:30.7
1372816,25188,Entire home/apt,Back Bay,1,4.5,2,1,257,2,42.348631,-71.085257,11:07.0
1373520,1220808,Private room,Mission Hill,7,4.5,2,1,73,1,42.327459,-71.099318,35:53.4
1374466,255183,Private room,Roxbury,12,5,2,1,86,3,42.32642,-71.090133,56:25.5
1375194,6274286,Entire home/apt,North End,15,4.5,3,2,455,3,42.366509,-71.05284,46:25.1
1391215,119019,Private room,Dorchester,47,4.5,1,1,54,2,42.298011,-71.058447,52:21.9
1398956,212445,Private room,Beacon Hill,0,,2,1,143,3,42.35975,-71.065949,22:50.0
1401625,25188,Entire home/apt,South End,3,5,2,1,291,2,42.344036,-71.078892,08:35.1
1403408,255183,Private room,Roxbury,5,5,2,1,103,3,42.324648,-71.088694,03:40.0
1419197,576054,Private room,Dorchester,24,4.5,2,1,160,2,42.329651,-71.060692,31:23.9
1421610,7652728,Entire home/apt,Charlestown,6,5,4,2,456,2,42.376181,-71.059878,16:36.9
1422837,7658308,Entire home/apt,South End,25,4.5,2,0,171,1,42.343127,-71.071594,00:50.8
1425973,1015632,Private room,South End,6,4,6,1,399,1,42.339371,-71.080258,21:37.7
1426711,7673571,Private room,Mission Hill,8,4.5,6,1,160,3,42.332201,-71.101723,07:44.7
1428355,7422781,Shared room,South End,23,5,2,1,137,1,42.33826,-71.070915,04:31.0
1429146,7685459,Private room,West Roxbury,13,4.5,2,1,74,1,42.259529,-71.148813,15:47.6
1433483,7523199,Private room,Hyde Park,8,5,3,1,91,1,42.244563,-71.116479,08:50.1
1441864,6914228,Entire home/apt,Back Bay,2,5,2,0,284,1,42.353397,-71.077381,31:36.8
1445064,4724006,Private room,Charlestown,25,4.5,1,1,105,1,42.376818,-71.059749,36:48.5
1454258,7799789,Private room,Dorchester,43,5,2,1,91,1,42.308439,-71.046396,25:52.6
1471308,7673571,Private room,Mission Hill,24,4,2,1,86,2,42.333935,-71.103135,33:42.4
1471373,7673571,Private room,Mission Hill,17,4.5,3,1,86,2,42.333682,-71.101517,09:26.2
1472481,6608084,Private room,Dorchester,72,5,3,1,75,1,42.309774,-71.047153,50:00.3
1472520,6608084,Private room,Dorchester,64,5,3,1,83,1,42.308105,-71.046196,59:52.8
1484361,319628,Entire home/apt,Fenway,13,4.5,5,2,359,3,42.347809,-71.092622,32:24.5
1489289,7964081,Entire home/apt,South End,1,5,2,1,222,1,42.336632,-71.074885,07:47.7
1489435,7964787,Private room,Brighton,0,,1,1,97,21,42.344436,-71.16765,09:35.3
1494726,7506913,Private room,Roslindale,1,5,2,1,108,3,42.275716,-71.130139,36:07.2
1497879,2776892,Entire home/apt,East Boston,106,4.5,4,1,120,1,42.366885,-71.036151,07:47.7
1499798,1816059,Private room,South End,85,5,2,1,194,1,42.338535,-71.077754,14:09.6
1501801,8009329,Private room,Roxbury,44,4,2,1,131,1,42.335537,-71.090515,49:13.8
1510876,7799789,Private room,Dorchester,8,5,1,1,68,1,42.310187,-71.048288,47:13.1
1514227,8085264,Private room,East Boston,47,5,2,1,124,1,42.364344,-71.033384,59:48.2
1523288,104324,Entire home/apt,Beacon Hill,5,5,2,1,245,2,42.357062,-71.065392,39:53.9
1523772,8130814,Entire home/apt,Brighton,0,,1,1,171,2,42.35373,-71.161072,24:53.4
1525035,8135242,Private room,Jamaica Plain,31,4.5,2,1,84,2,42.310029,-71.122957,16:45.1
1525036,8137022,Entire home/apt,Back Bay,21,5,4,1,200,2,42.343551,-71.083281,17:02.7
1525494,8139434,Private room,Allston,20,4,2,1,74,1,42.355242,-71.135475,01:02.5
1526005,6201499,Entire home/apt,Back Bay,0,,4,1,285,1,42.35302,-71.075703,00:36.3
1529127,8067344,Entire home/apt,Fenway,20,5,2,1,196,1,42.344926,-71.1029,14:49.6
1529321,8139434,Private room,Allston,16,4.5,2,1,79,1,42.35528,-71.134499,53:50.8
1529393,8158181,Private room,Beacon Hill,2,4,2,1,113,3,42.360261,-71.06685,19:27.9
1534640,7685459,Private room,Hyde Park,3,4,2,1,68,1,42.250845,-71.141962,24:49.3
1538096,324630,Entire home/apt,Mission Hill,61,3.5,2,1,67,1,42.332329,-71.105668,19:06.5
1541166,552418,Entire home/apt,Charlestown,6,4.5,2,0,137,1,42.381213,-71.07896,18:17.5
1542778,8222844,Entire home/apt,Beacon Hill,8,5,2,1,285,2,42.360388,-71.068286,59:09.3
1544702,6608084,Private room,Dorchester,59,5,3,1,71,1,42.309449,-71.04555,04:38.7
1545185,697401,Entire home/apt,Brighton,14,4.5,5,1,171,1,42.348399,-71.156963,50:08.3
1550047,1444340,Entire home/apt,Roxbury,21,4.5,7,3,342,1,42.338328,-71.081325,48:55.5
1551205,8261931,Entire home/apt,Back Bay,11,5,4,2,542,2,42.343667,-71.084005,46:56.5
1551467,1106261,Entire home/apt,Jamaica Plain,4,5,4,2,170,1,42.310125,-71.102877,50:14.1
1552135,7499252,Entire home/apt,North End,4,5,4,2,285,2,42.362551,-71.050985,59:33.2
1552406,8268084,Entire home/apt,Jamaica Plain,7,5,5,2,371,4,42.31166,-71.114907,07:08.3
1577071,8383081,Private room,Allston,2,4.5,2,1,126,1,42.355859,-71.122399,52:15.3
1582176,25188,Entire home/apt,Downtown,2,3,2,1,274,4,42.354621,-71.061659,43:39.6
1584362,6608084,Private room,Dorchester,47,5,3,1,66,1,42.310502,-71.048116,54:36.3
1587540,2004732,Entire home/apt,Charlestown,3,5,4,3,257,2,42.378898,-71.061182,37:47.9
1591827,8491165,Private room,Roslindale,46,4.5,2,1,63,1,42.28556,-71.123999,05:03.7
1593902,4883147,Private room,South End,53,4.5,2,1,165,1,42.341258,-71.082191,18:08.9
1598349,8520684,Entire home/apt,Back Bay,20,4,2,0,205,3,42.349898,-71.082966,09:22.3
1602491,3875741,Private room,Roxbury,9,4.5,2,1,90,2,42.327017,-71.081469,30:10.6
1612842,8573721,Entire home/apt,Jamaica Plain,3,4.5,4,3,331,5,42.308262,-71.11066,16:33.9
1614650,4070524,Entire home/apt,Roxbury,7,3,3,1,113,4,42.340007,-71.083113,24:09.0
1615033,3637081,Entire home/apt,North End,73,4,3,1,154,1,42.36796,-71.055729,29:06.3
1618622,8611332,Private room,Roslindale,0,,2,1,126,1,42.286952,-71.109676,31:58.0
1621608,4195134,Entire home/apt,Beacon Hill,0,,2,1,188,14,42.359431,-71.065825,48:07.6
1631942,4147257,Entire home/apt,Jamaica Plain,2,5,3,2,228,1,42.31139,-71.116545,36:14.1
1640542,123017,Entire home/apt,Fenway,1,5,2,0,171,3,42.347264,-71.097798,42:32.0
1648950,1369968,Entire home/apt,Back Bay,22,4.5,2,1,257,1,42.3492,-71.075895,21:54.6
1656502,1877401,Private room,Fenway,15,4.5,2,1,76,1,42.345706,-71.09433,27:44.9
1658983,8792144,Entire home/apt,Charlestown,15,4.5,2,1,137,1,42.377062,-71.062049,47:27.4
1668313,8834105,Private room,Roslindale,7,5,1,1,65,1,42.281942,-71.133372,45:39.5
1682936,8898973,Entire home/apt,Roxbury,16,5,2,1,137,3,42.323707,-71.09458,02:16.3
1685765,5622624,Private room,Charlestown,5,5,2,1,148,3,42.37613,-71.060294,58:22.9
1691765,7000428,Private room,Beacon Hill,12,4.5,1,1,148,3,42.359856,-71.063033,56:28.8
1692573,8814724,Entire home/apt,Jamaica Plain,24,4.5,4,2,143,1,42.313379,-71.117189,16:57.9
1695275,324630,Entire home/apt,Fenway,76,4,4,1,113,1,42.347726,-71.093948,16:54.4
1701741,7419610,Entire home/apt,Jamaica Plain,5,5,4,2,337,1,42.310082,-71.119678,51:56.7
1703551,8993670,Entire home/apt,Back Bay,5,4.5,3,1,456,1,42.354538,-71.078435,01:46.5
1704090,5115759,Entire home/apt,Jamaica Plain,23,5,2,0,131,6,42.316437,-71.103423,15:34.2
1704223,7759171,Entire home/apt,South End,2,5,6,3,565,1,42.340665,-71.077027,11:01.4
1707523,7000428,Private room,Beacon Hill,11,4.5,1,1,143,3,42.35965,-71.065247,56:29.1
1722241,8023405,Shared room,Brighton,21,5,3,1,48,1,42.340805,-71.148692,02:54.1
1724900,7723912,Entire home/apt,Roslindale,4,5,5,2,190,3,42.282905,-71.132677,51:52.7
1732804,9090219,Private room,Dorchester,21,5,2,1,108,1,42.290407,-71.058535,34:58.7
1736464,2462795,Entire home/apt,Roxbury,0,,4,1,399,5,42.339827,-71.080943,03:43.6
1749473,3351569,Private room,South Boston,19,4.5,2,1,135,1,42.33442,-71.029879,50:19.3
1755376,25188,Entire home/apt,West End,1,4.5,2,1,316,4,42.363803,-71.067767,57:57.9
1761859,7692702,Entire home/apt,North End,9,5,2,0,194,3,42.366282,-71.050952,28:56.5
1767672,9287212,Private room,Jamaica Plain,1,5,1,1,80,5,42.313595,-71.100818,02:32.5
1768060,7000428,Private room,West End,10,4.5,1,1,131,3,42.361535,-71.065872,00:41.5
1772496,418056,Entire home/apt,North End,5,4.5,5,1,399,2,42.365458,-71.050369,41:08.4
1775935,25188,Entire home/apt,Back Bay,0,,4,2,398,4,42.346521,-71.078384,26:27.1
1776068,25188,Entire home/apt,Back Bay,1,5,4,2,398,4,42.346871,-71.079422,34:45.5
1776190,25188,Entire home/apt,Back Bay,1,4,2,1,330,4,42.34632,-71.078073,26:08.9
1780575,7000428,Private room,Beacon Hill,8,4.5,1,1,143,3,42.360651,-71.065482,43:11.8
1783008,2431883,Entire home/apt,Fenway,0,,4,1,228,1,42.342214,-71.095149,49:18.3
1796910,9355510,Entire home/apt,West End,9,4.5,4,0,159,2,42.361917,-71.068724,18:15.0
1802022,7831536,Entire home/apt,Beacon Hill,3,5,2,1,342,4,42.356429,-71.070018,14:11.8
1803138,4610847,Private room,Jamaica Plain,16,5,2,1,103,1,42.310213,-71.101437,03:39.7
1806914,9469907,Shared room,Fenway,40,4,1,1,51,1,42.348919,-71.105612,28:28.1
1807871,9474905,Private room,Jamaica Plain,2,5,1,1,91,1,42.30237,-71.113969,05:43.9
1810172,8834105,Private room,Roslindale,5,4.5,2,1,76,1,42.282086,-71.133349,03:58.8
1810397,9485021,Entire home/apt,South End,11,5,8,3,799,1,42.346019,-71.067618,47:49.4
1811776,825370,Entire home/apt,Back Bay,32,5,4,1,227,1,42.35143,-71.074388,27:27.9
1811796,4718853,Entire home/apt,Dorchester,1,5,4,1,114,1,42.318082,-71.060666,38:10.2
1814201,25188,Entire home/apt,Downtown,1,5,4,2,398,3,42.352801,-71.062913,29:08.7
1815326,9508341,Private room,Brighton,21,4.5,2,1,113,1,42.355088,-71.16242,10:52.5
1820567,4514412,Entire home/apt,Back Bay,6,5,4,1,297,1,42.347617,-71.087366,14:25.0
1821633,7799789,Private room,Dorchester,32,5,2,1,91,1,42.309577,-71.047923,33:30.9
1822456,9537630,Entire home/apt,Fenway,12,5,4,1,228,1,42.345834,-71.095438,02:20.8
1825844,9554574,Entire home/apt,Back Bay,5,5,4,2,257,2,42.348454,-71.086725,21:13.4
1826158,855071,Entire home/apt,Allston,21,5,8,3,285,1,42.348222,-71.135659,52:11.7
1826561,9557727,Entire home/apt,Downtown,4,5,6,1,200,2,42.349729,-71.055711,56:00.5
1830681,9575271,Private room,Dorchester,2,4.5,1,1,80,1,42.309837,-71.045563,08:45.4
1835533,1716576,Entire home/apt,Fenway,8,4,3,0,171,5,42.350234,-71.092955,02:16.6
1839549,8139434,Private room,Allston,23,4.5,2,1,86,1,42.352311,-71.136552,30:56.8
1840255,9617517,Entire home/apt,Fenway,1,5,4,2,399,2,42.345668,-71.104652,01:26.4
1844238,9424642,Entire home/apt,Downtown,8,5,6,2,570,1,42.361783,-71.049594,02:47.6
1850260,9663343,Private room,Roxbury,52,4.5,2,1,63,1,42.330479,-71.080081,12:33.3
1851431,4000196,Entire home/apt,Fenway,4,4.5,5,2,330,1,42.348004,-71.094363,14:47.4
1857201,9692080,Private room,Back Bay,0,,1,1,456,1,42.35295,-71.08181,25:20.6
1860279,4789620,Entire home/apt,Back Bay,6,5,2,1,325,4,42.34995,-71.089533,28:22.2
1860782,6469268,Entire home/apt,Longwood Medical Area,1,5,2,0,171,2,42.342781,-71.103826,23:53.8
1861070,8879967,Private room,Roslindale,5,5,1,1,86,1,42.276913,-71.128233,40:27.4
1863443,9419684,Entire home/apt,Fenway,1,5,3,1,381,3,42.344601,-71.101719,05:12.0
1864705,9419684,Entire home/apt,Fenway,1,5,5,2,470,3,42.344014,-71.100861,55:52.4
1867834,9419684,Entire home/apt,West End,4,5,5,2,515,3,42.364485,-71.069,24:03.2
1867881,9419684,Entire home/apt,West End,2,4,5,2,515,3,42.365116,-71.069263,48:43.7
1868124,9419684,Entire home/apt,Downtown,4,5,3,1,381,3,42.351308,-71.063506,42:03.5
1868513,9419684,Entire home/apt,South End,2,5,3,1,375,3,42.345295,-71.077962,50:02.3
1869157,9743021,Entire home/apt,Roxbury,0,,2,1,183,7,42.334305,-71.074779,46:52.7
1878903,7015660,Entire home/apt,Back Bay,15,5,6,2,319,2,42.347301,-71.076286,57:38.4
1881180,115522,Private room,Dorchester,24,5,2,1,103,1,42.295952,-71.061337,42:14.0
1881298,1920539,Private room,Jamaica Plain,54,4.5,2,1,97,1,42.300264,-71.111807,42:37.3
1884045,9663343,Private room,Roxbury,63,4.5,2,1,63,1,42.330941,-71.081066,09:34.3
1885386,6391436,Private room,Jamaica Plain,34,5,2,1,97,2,42.308852,-71.116432,38:09.0
1885825,6391436,Private room,Jamaica Plain,18,5,2,1,91,2,42.309329,-71.117643,03:14.6
1887507,970787,Private room,South Boston,29,4,2,1,114,2,42.340656,-71.051166,05:36.4
1887581,970787,Entire home/apt,South Boston,25,4.5,6,2,285,2,42.340983,-71.050235,42:26.7
1900141,9232419,Entire home/apt,Fenway,5,5,2,1,228,1,42.343165,-71.095519,52:00.2
1912940,8023405,Entire home/apt,Brighton,28,4.5,4,0,114,1,42.338433,-71.150558,50:31.2
1918537,9918991,Private room,Roxbury,7,5,2,1,114,5,42.338339,-71.080126,32:06.1
1918902,3142669,Private room,Fenway,28,4,2,1,113,1,42.346093,-71.094718,27:53.2
1923299,9317555,Entire home/apt,Downtown,12,5,3,2,284,2,42.35552,-71.060496,51:07.5
1927639,9985067,Private room,Charlestown,0,,2,1,160,1,42.375661,-71.058377,44:57.7
1929898,9993034,Entire home/apt,Back Bay,5,4.5,2,1,200,2,42.355765,-71.075858,22:00.6
1935042,10013311,Private room,Beacon Hill,31,4,2,1,103,2,42.357056,-71.066182,34:01.6
1936861,10021116,Private room,Roslindale,39,5,1,1,57,1,42.289972,-71.136146,47:43.0
1944777,8149378,Entire home/apt,Fenway,2,5,2,1,205,7,42.350917,-71.090201,37:51.2
1944976,10060070,Private room,Dorchester,0,,2,1,86,1,42.311607,-71.046127,10:59.7
1948096,10074105,Entire home/apt,Back Bay,0,,4,2,456,1,42.343271,-71.081267,32:56.2
1949996,8829183,Entire home/apt,Jamaica Plain,7,5,4,1,131,2,42.307816,-71.116745,17:25.6
1956275,9622924,Entire home/apt,Jamaica Plain,30,4.5,5,3,148,2,42.308182,-71.123869,26:38.4
1959873,10127577,Entire home/apt,North End,0,,4,2,228,3,42.365392,-71.057693,33:36.6
1960316,288282,Entire home/apt,Jamaica Plain,0,,4,2,257,3,42.322512,-71.105259,00:39.5
1960407,10013311,Private room,Beacon Hill,32,4.5,2,1,120,2,42.356797,-71.06749,45:10.7
1964878,9419684,Entire home/apt,Back Bay,5,5,5,2,470,3,42.345966,-71.078297,35:03.2
1966195,9419684,Entire home/apt,Downtown,11,5,5,2,470,3,42.350898,-71.063213,54:57.9
1970926,8605875,Private room,Roslindale,3,4.5,2,1,102,2,42.290068,-71.134437,56:04.6
1974994,10195557,Private room,South End,42,4.5,2,1,143,1,42.337428,-71.076686,42:22.5
1977951,1037913,Private room,Roxbury,8,4.5,4,1,97,2,42.330154,-71.077888,43:16.6
1979977,7261259,Private room,Allston,13,4.5,1,1,91,3,42.351478,-71.119366,32:03.4
1984160,10237562,Entire home/apt,South End,1,4.5,4,1,148,2,42.346151,-71.07472,18:26.7
1987267,10250257,Entire home/apt,North End,8,5,4,1,268,1,42.367833,-71.051975,34:22.6
1992645,2697524,Private room,Fenway,40,5,2,1,187,3,42.344822,-71.101083,35:31.0
1994683,3839373,Private room,Jamaica Plain,56,5,2,1,137,1,42.292731,-71.125573,30:01.7
1997632,5237272,Entire home/apt,Brighton,9,4.5,4,1,171,1,42.340933,-71.14667,27:23.5
2000797,9898255,Private room,Dorchester,7,4.5,2,1,80,2,42.314895,-71.061194,16:48.1
2007521,4387788,Entire home/apt,Fenway,11,4,3,1,222,1,42.341572,-71.10123,50:15.0
2012789,9418365,Entire home/apt,East Boston,1,5,3,2,91,14,42.371443,-71.035899,56:21.0
2014651,2155838,Private room,Jamaica Plain,14,4.5,2,1,108,1,42.30711,-71.105824,30:17.5
